"","Provincia","Comunidad_Autonoma","Longitud","Anchura","Grado_urbanizacion","Grado_ocupacion","Aparcamiento","Aparcamiento_seguridad","Aparcamiento_num_plazas","Coordenada_X","Coordenada_Y","Distancia_Puerto_Deportivo","Distancia_Hospital"
"253","pontevedra","galicia",100,2,"semiurbana","medio","no","","",-8.6484,42.3223,3,13
"254","pontevedra","galicia",50,1,"semiurbana","bajo","no","","",-8.6462,42.3247,4,13
"255","pontevedra","galicia",150,4,"semiurbana","medio","sí","no vigilado","Entre 50 y 100 plazas",-8.6043,42.3457,1.9,13
"256","pontevedra","galicia",150,30,"semiurbana","bajo","no","","",-8.6122,42.3445,0.5,14
"257","pontevedra","galicia",150,50,"semiurbana","medio","sí","no vigilado","Entre 50 y 100 plazas",-8.6142,42.3415,0,14
"258","pontevedra","galicia",2,120,"semiurbana","alto","sí","no vigilado","Entre 50 y 100 plazas",-8.6196,42.3074,0,14
"259","pontevedra","galicia",100,15,"semiurbana","bajo","no","","",-8.658,42.2842,3,6
"260","pontevedra","galicia",90,10,"urbana","bajo","sí","no vigilado","Menos de 50 plazas",-8.6733,42.2692,0.1,4
"261","pontevedra","galicia",180,35,"urbana","medio","sí","no vigilado","Menos de 50 plazas",-8.6761,42.2648,0.1,4
"262","pontevedra","galicia",50,8,"semiurbana","alto","sí","no vigilado","Menos de 50 plazas",-8.6969,42.2601,0.6,3
"263","pontevedra","galicia",600,35,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",-8.7657,42.2234,0.5,4
"264","pontevedra","galicia",130,30,"semiurbana","bajo","sí","no vigilado","Menos de 50 plazas",-8.8163,42.168,4,10
"265","pontevedra","galicia",300,100,"aislada","medio","no","","",-8.9002,42.2302,13,13
"266","pontevedra","galicia",1,180,"aislada","alto","no","","",-8.901,42.2192,13,13
"267","illes balears","illes balears",300,40,"aislada","medio","no","","",1.3661,38.8533,13.8,9.8
"268","illes balears","illes balears",21,12,"aislada","bajo","no","","",1.3769,38.8352,14.2,10.3
"269","illes balears","illes balears",780,25,"aislada","alto","sí","vigilado","",1.3886,38.842,13.4,9.5
"270","illes balears","illes balears",1,33,"aislada","alto","sí","","",1.4025,38.8428,13.5,9.6
"271","illes balears","illes balears",2,50,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",1.4091,38.8896,9.4,5.5
"272","illes balears","illes balears",150,18,"urbana","alto","sí","no vigilado","Menos de 50 plazas",1.4164,38.897,4.6,2
"273","illes balears","illes balears",745,18,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",1.4224,38.9041,4.3,1.5
"274","illes balears","illes balears",980,22,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",1.4556,38.9173,1.7,3.6
"275","illes balears","illes balears",40,10,"aislada","bajo","no","","",1.4747,38.9157,NA,6
"276","illes balears","illes balears",30,10,"semiurbana","bajo","sí","no vigilado","Menos de 50 plazas",3.1188,39.313,11.7,37.7
"277","illes balears","illes balears",30,20,"semiurbana","bajo","sí","no vigilado","Menos de 50 plazas",3.1214,39.3136,11.5,37.6
"278","illes balears","illes balears",40,60,"semiurbana","alto","no","","",3.2792,39.4668,NA,18.9
"279","illes balears","illes balears",20,15,"aislada","bajo","no","","",3.286,39.4753,NA,18.5
"280","illes balears","illes balears",25,20,"aislada","bajo","no","","",3.2863,39.4825,NA,18.6
"281","illes balears","illes balears",30,25,"aislada","bajo","no","","",3.2862,39.4841,NA,19.4
"282","illes balears","illes balears",15,10,"aislada","bajo","no","","",2.9495,39.1482,NA,12
"283","illes balears","illes balears",80,10,"aislada","bajo","no","","",2.9422,39.1482,NA,NA
"284","illes balears","illes balears",50,3,"aislada","bajo","no","","",2.9322,39.1511,NA,12
"285","illes balears","illes balears",4,70,"semiurbana","alto","sí","no vigilado","Más de 100 plazas",3.1392,39.7787,6.1,25.4
"286","illes balears","illes balears",3,80,"urbana","alto","sí","no vigilado","Menos de 50 plazas",3.1254,39.8383,2.9,26.4
"287","illes balears","illes balears",700,20,"aislada","medio","sí","no vigilado","Más de 100 plazas",3.1656,39.8388,5.3,28.4
"288","pontevedra","galicia",500,80,"aislada","alto","no","","",-8.905,42.2019,13,13
"289","pontevedra","galicia",1,80,"urbana","alto","sí","no vigilado","Más de 100 plazas",-8.8268,42.1541,1.2,10
"290","pontevedra","galicia",70,40,"aislada","bajo","no","","",-8.8394,42.1484,2,12
"291","pontevedra","galicia",50,30,"aislada","bajo","no","","",-8.8339,42.1487,2,12
"292","pontevedra","galicia",50,51,"urbana","alto","sí","no vigilado","Menos de 50 plazas",-8.8366,42.1137,1,27.2
"293","pontevedra","galicia",210,111,"urbana","alto","no","","",-8.8381,42.1146,1,27.2
"294","pontevedra","galicia",175,80,"urbana","alto","sí","no vigilado","Menos de 50 plazas",-8.8492,42.1215,0,27.2
"295","pontevedra","galicia",220,48,"semiurbana","alto","no","","",-8.8485,42.1239,0,27.2
"296","pontevedra","galicia",30,31,"aislada","bajo","no","","",-8.8519,42.1256,0.5,27.2
"297","pontevedra","galicia",65,79,"urbana","bajo","sí","no vigilado","Menos de 50 plazas",-8.8518,42.1223,0.3,27.2
"298","pontevedra","galicia",50,40,"semiurbana","bajo","no","","",-8.884,41.953,23,37
"299","pontevedra","galicia",100,47,"semiurbana","alto","sí","no vigilado","Entre 50 y 100 plazas",-8.8763,41.9101,29,51
"300","pontevedra","galicia",30,26,"semiurbana","medio","sí","","Menos de 50 plazas",-8.8763,41.9081,29,51
"301","pontevedra","galicia",20,37,"urbana","bajo","sí","no vigilado","Entre 50 y 100 plazas",-8.8764,41.8977,30,53
"302","pontevedra","galicia",400,46,"aislada","alto","sí","no vigilado","Entre 50 y 100 plazas",-8.8711,41.8721,33,55
"303","pontevedra","galicia",550,86,"aislada","medio","sí","no vigilado","Más de 100 plazas",-8.8595,41.881,33,56
"304","pontevedra","galicia",300,50,"aislada","medio","sí","no vigilado","Menos de 50 plazas",-8.8543,41.8847,33,55
"305","pontevedra","galicia",300,20,"semiurbana","bajo","sí","no vigilado","Entre 50 y 100 plazas",-8.8252,41.9131,36,52
"306","pontevedra","galicia",350,31,"aislada","medio","sí","no vigilado","Menos de 50 plazas",-8.7529,41.939,20,35
"307","pontevedra","galicia",100,104,"aislada","medio","sí","no vigilado","Menos de 50 plazas",-8.6204,42.0538,2,30
"308","pontevedra","galicia",700,15,"semiurbana","medio","no","","",-8.5659,42.0537,3,31
"309","illes balears","illes balears",40,49,"semiurbana","alto","no","","",1.299,38.9678,2.5,16.9
"310","illes balears","illes balears",80,20,"urbana","alto","sí","no vigilado","Menos de 50 plazas",1.2959,38.9683,4.8,17.9
"311","illes balears","illes balears",170,15,"urbana","alto","sí","no vigilado","Menos de 50 plazas",1.2922,38.9705,6,18.5
"312","illes balears","illes balears",70,15,"semiurbana","bajo","sí","no vigilado","Menos de 50 plazas",1.2869,38.9713,5.3,18.4
"313","illes balears","illes balears",110,60,"semiurbana","alto","sí","no vigilado","Entre 50 y 100 plazas",1.2683,38.9664,7.2,20.3
"314","illes balears","illes balears",220,34,"aislada","alto","sí","no vigilado","Menos de 50 plazas",1.2399,38.9675,7.8,24.4
"315","illes balears","illes balears",80,7,"aislada","bajo","no","","",1.231,38.9728,8.4,25
"316","illes balears","illes balears",120,22,"aislada","alto","sí","no vigilado","Entre 50 y 100 plazas",1.2246,38.9634,5.6,26
"317","illes balears","illes balears",75,10,"aislada","bajo","no","","",1.2198,38.9554,5.8,25.5
"318","illes balears","illes balears",80,20,"semiurbana","medio","sí","no vigilado","Menos de 50 plazas",1.2192,38.9513,1.9,25.5
"319","illes balears","illes balears",30,10,"aislada","bajo","no","","",1.2273,38.9497,1.1,23.1
"320","illes balears","illes balears",50,10,"aislada","bajo","no","","",1.2285,38.9455,0.1,22.1
"321","illes balears","illes balears",31,40,"semiurbana","medio","sí","no vigilado","Menos de 50 plazas",1.2354,38.9407,2,22
"322","illes balears","illes balears",50,8,"urbana","alto","no","","",1.2364,38.9395,5.1,18.3
"323","illes balears","illes balears",100,50,"semiurbana","bajo","sí","no vigilado","Menos de 50 plazas",1.2331,38.93,3.2,21
"324","illes balears","illes balears",50,3,"aislada","bajo","no","","",1.2309,38.9284,NA,22.3
"325","illes balears","illes balears",200,45,"semiurbana","medio","sí","no vigilado","Menos de 50 plazas",1.224,38.9135,7,23.7
"326","illes balears","illes balears",21,6,"aislada","bajo","no","","",1.215,38.9057,NA,23.3
"327","illes balears","illes balears",60,45,"aislada","medio","sí","no vigilado","Menos de 50 plazas",1.2141,38.8993,13.3,23.6
"328","illes balears","illes balears",12,6,"aislada","bajo","no","","",1.218,38.8949,14.2,23
"329","illes balears","illes balears",200,30,"aislada","alto","sí","no vigilado","Menos de 50 plazas",1.2235,38.8906,15.2,21
"330","illes balears","illes balears",120,15,"aislada","bajo","no","","",1.2533,38.8623,17.6,20.2
"331","illes balears","illes balears",720,80,"aislada","bajo","no","","",1.2692,38.8785,17.7,20.3
"332","illes balears","illes balears",71,23,"aislada","bajo","no","","",1.2841,38.8771,15,17.6
"333","illes balears","illes balears",290,13,"aislada","bajo","no","","",1.2955,38.8772,14.8,16.3
"334","illes balears","illes balears",110,12,"aislada","bajo","no","","",1.3004,38.8719,14.6,15.7
"335","illes balears","illes balears",80,15,"semiurbana","medio","no","","",1.3035,38.8704,15.2,16.3
"336","illes balears","illes balears",125,4,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",1.3104,38.8683,15.1,13.7
"337","illes balears","illes balears",480,43,"aislada","medio","sí","no vigilado","Más de 100 plazas",1.3173,38.8673,13.9,12.3
"338","illes balears","illes balears",90,25,"aislada","medio","sí","no vigilado","Menos de 50 plazas",1.3321,38.8681,12.6,11
"339","illes balears","illes balears",3,54,"aislada","bajo","no","","",1.3542,38.8659,13.6,9.7
"340","illes balears","illes balears",70,20,"aislada","medio","sí","no vigilado","Menos de 50 plazas",1.4818,38.9207,6,7
"341","illes balears","illes balears",35,15,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",1.4914,38.9299,9,7.5
"342","illes balears","illes balears",20,6,"aislada","medio","sí","no vigilado","Menos de 50 plazas",1.5026,38.934,10.5,9
"343","illes balears","illes balears",200,90,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",1.5198,38.9525,5.5,11.5
"344","illes balears","illes balears",110,15,"semiurbana","alto","sí","no vigilado","Menos de 50 plazas",1.5312,38.9742,3.5,16
"345","illes balears","illes balears",300,25,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",1.5311,38.9785,2,15
"346","bizkaia","país vasco/euskadi",240,25,"urbana","alto","sí","vigilado","Más de 100 plazas",-3.0177,43.3264,2,15
"347","illes balears","illes balears",450,10,"urbana","medio","sí","no vigilado","Menos de 50 plazas",1.5348,38.9834,2.7,1.7
"348","illes balears","illes balears",430,30,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",1.5469,38.9883,0.5,15
"349","illes balears","illes balears",60,12,"aislada","medio","sí","no vigilado","Menos de 50 plazas",1.2988,38.8748,14.8,21
"350","illes balears","illes balears",170,12,"semiurbana","alto","sí","no vigilado","Menos de 50 plazas",1.5563,38.9908,2,17
"351","illes balears","illes balears",195,15,"semiurbana","alto","sí","no vigilado","Menos de 50 plazas",1.5615,38.9934,3.5,18
"352","illes balears","illes balears",200,10,"semiurbana","medio","sí","no vigilado","Menos de 50 plazas",1.5692,38.9917,4,18
"353","illes balears","illes balears",90,7,"semiurbana","bajo","no","","",1.5731,38.9914,6,16
"354","illes balears","illes balears",370,40,"semiurbana","alto","no","","",1.579,39.0025,4.5,18.5
"355","illes balears","illes balears",400,45,"aislada","alto","no","","",1.5817,39.007,5,18.5
"356","illes balears","illes balears",220,80,"aislada","medio","sí","no vigilado","Menos de 50 plazas",1.5848,39.0156,10,24
"357","illes balears","illes balears",50,18,"aislada","medio","sí","no vigilado","Menos de 50 plazas",1.5939,39.0227,10,24
"358","illes balears","illes balears",160,18,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",1.6067,39.0297,12,24
"359","illes balears","illes balears",170,30,"aislada","medio","no","","",1.608,39.0416,12,24
"360","illes balears","illes balears",410,45,"semiurbana","alto","no","","",1.5942,39.0528,9.5,24.7
"361","illes balears","illes balears",300,30,"aislada","medio","no","","",1.5892,39.0598,9.2,24
"362","illes balears","illes balears",45,23,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",1.5926,39.0759,NA,31
"363","illes balears","illes balears",40,10,"aislada","bajo","no","","",1.6003,39.0886,NA,33
"364","illes balears","illes balears",40,13,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",1.5374,39.1077,NA,32
"365","illes balears","illes balears",40,35,"semiurbana","alto","sí","no vigilado","Menos de 50 plazas",1.5206,39.1139,NA,31
"366","illes balears","illes balears",180,50,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",1.5174,39.1099,NA,31
"367","illes balears","illes balears",55,40,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",1.5153,39.1086,NA,30
"368","illes balears","illes balears",30,20,"aislada","medio","sí","no vigilado","Menos de 50 plazas",1.509,39.1026,NA,29
"369","illes balears","illes balears",30,10,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",1.5046,39.1005,NA,28
"370","illes balears","illes balears",90,11,"semiurbana","medio","sí","no vigilado","Menos de 50 plazas",1.4968,39.0983,NA,27
"371","illes balears","illes balears",60,15,"urbana","bajo","sí","no vigilado","Menos de 50 plazas",4.2934,39.9044,7.8,8
"372","illes balears","illes balears",110,25,"aislada","bajo","no","","",4.2628,39.9607,15.1,15.1
"373","illes balears","illes balears",80,80,"urbana","alto","sí","no vigilado","Más de 100 plazas",3.8375,39.9265,0.2,56.7
"374","illes balears","illes balears",40,150,"semiurbana","alto","sí","no vigilado","Menos de 50 plazas",3.8359,39.9677,5.2,50
"375","illes balears","illes balears",110,25,"semiurbana","alto","sí","no vigilado","Menos de 50 plazas",3.8391,39.9776,4.4,48
"376","illes balears","illes balears",20,35,"aislada","bajo","no","","",2.324,39.5827,2,40.2
"377","illes balears","illes balears",40,25,"aislada","bajo","no","","",2.3547,39.5959,10.7,41.4
"378","illes balears","illes balears",50,20,"semiurbana","bajo","sí","no vigilado","Entre 50 y 100 plazas",2.3483,39.5843,9.2,39.9
"379","illes balears","illes balears",200,33,"semiurbana","alto","sí","no vigilado","Más de 100 plazas",2.3539,39.5779,8.2,38.9
"380","illes balears","illes balears",54,20,"semiurbana","bajo","sí","no vigilado","Menos de 50 plazas",2.3533,39.5733,8.4,39.1
"381","illes balears","illes balears",55,18,"aislada","bajo","no","","",2.3657,39.5552,2.7,37
"382","illes balears","illes balears",20,5,"urbana","alto","sí","no vigilado","Menos de 50 plazas",4.303,39.8647,5.5,8
"383","illes balears","illes balears",90,70,"semiurbana","alto","sí","no vigilado","Más de 100 plazas",4.2398,39.8166,12.4,10
"384","illes balears","illes balears",20,16,"aislada","medio","sí","no vigilado","Menos de 50 plazas",4.1441,39.8647,13.5,11.3
"385","illes balears","illes balears",120,40,"semiurbana","alto","sí","no vigilado","Más de 100 plazas",4.132,39.8714,15.6,13.3
"386","illes balears","illes balears",2,40,"semiurbana","alto","sí","no vigilado","Más de 100 plazas",4.0659,39.9023,23.5,22.3
"387","illes balears","illes balears",750,43,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",4.0412,39.9138,38.2,29.5
"388","illes balears","illes balears",490,27,"urbana","alto","sí","no vigilado","Más de 100 plazas",4.0343,39.9166,37.4,27
"389","illes balears","illes balears",60,70,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",3.9875,40.0523,27.3,39.4
"390","illes balears","illes balears",450,45,"semiurbana","alto","sí","no vigilado","Más de 100 plazas",3.9598,39.9384,0.2,37
"391","illes balears","illes balears",130,25,"urbana","alto","sí","no vigilado","Más de 100 plazas",3.8426,39.9258,2.4,57.8
"392","illes balears","illes balears",30,42,"urbana","alto","sí","no vigilado","Menos de 50 plazas",3.8133,40.0007,5,50.5
"393","illes balears","illes balears",25,13,"urbana","alto","sí","no vigilado","Menos de 50 plazas",3.7995,39.9996,6.5,52
"394","illes balears","illes balears",20,25,"urbana","alto","sí","no vigilado","Menos de 50 plazas",3.7983,40.0036,6.3,52.4
"395","illes balears","illes balears",220,55,"aislada","bajo","no","","",3.9309,40.0581,19.6,45.9
"396","illes balears","illes balears",250,40,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",3.9783,40.0508,27.6,41.7
"397","illes balears","illes balears",500,35,"semiurbana","alto","sí","no vigilado","Menos de 50 plazas",2.9892,39.3255,2.5,51.1
"398","illes balears","illes balears",50,12,"urbana","medio","no","","",2.9939,39.3145,1,52.1
"399","illes balears","illes balears",30,8,"aislada","bajo","no","","",3.0102,39.3118,2,51.8
"400","illes balears","illes balears",1,40,"aislada","medio","no","","",3.0166,39.3063,2.5,52.9
"401","illes balears","illes balears",200,15,"aislada","bajo","no","","",3.0304,39.2897,7.2,48.5
"402","illes balears","illes balears",500,60,"aislada","medio","no","","",3.0425,39.2797,18.3,45.3
"403","illes balears","illes balears",40,35,"aislada","bajo","no","","",3.0896,39.2888,14.7,41.7
"404","illes balears","illes balears",60,80,"aislada","bajo","no","","",3.2873,39.4865,NA,19.4
"405","illes balears","illes balears",25,40,"aislada","bajo","no","","",3.2916,39.4944,NA,15.2
"406","illes balears","illes balears",20,15,"aislada","bajo","no","","",3.3001,39.5039,NA,14.5
"407","illes balears","illes balears",20,30,"aislada","bajo","no","","",3.3542,39.5477,NA,15.8
"408","illes balears","illes balears",15,4,"semiurbana","bajo","no","","",3.3708,39.5578,NA,17.4
"409","illes balears","illes balears",90,80,"aislada","bajo","no","","",4.0162,40.0553,12.9,33.5
"410","illes balears","illes balears",200,40,"aislada","alto","no","","",4.0407,40.0565,13.1,33.6
"411","illes balears","illes balears",80,4,"aislada","bajo","no","","",1.4853,39.1013,NA,29
"412","santa cruz de tenerife","canarias",230,35,"urbana","medio","sí","","Entre 50 y 100 plazas",-16.3643,28.3649,350,16
"413","santa cruz de tenerife","canarias",50,17,"urbana","alto","sí","","Menos de 50 plazas",-16.3688,28.3577,400,17
"414","illes balears","illes balears",30,8,"aislada","bajo","no","","",1.4648,39.0995,NA,29
"415","illes balears","illes balears",150,40,"aislada","alto","sí","no vigilado","Entre 50 y 100 plazas",1.4538,39.0895,NA,26
"416","illes balears","illes balears",115,70,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",1.4403,39.0801,NA,19
"417","illes balears","illes balears",25,15,"aislada","medio","no","","",1.4376,39.081,NA,19
"418","illes balears","illes balears",45,18,"aislada","medio","sí","no vigilado","Menos de 50 plazas",1.4374,39.0859,NA,22.5
"419","illes balears","illes balears",40,10,"aislada","bajo","no","","",1.3983,39.0743,19.9,25
"420","illes balears","illes balears",75,20,"aislada","medio","sí","no vigilado","Menos de 50 plazas",1.2973,39.0115,5.2,19.1
